car,price,body,mileage,engV,engType,registration,year,model,drive
Mercedes-Benz,4300,van,300,2.2,Diesel,no,2005,Vito пасс.,rear
Opel,4300,sedan,370,2,Gas,yes,1997,Omega,rear
Mercedes-Benz,4300,sedan,280,1.8,Petrol,yes,1993,C-Class,rear
GAZ,4300,other,76,2.5,Gas,yes,2006,3302 GAZель,rear
Opel,4300,sedan,1,2,Gas,yes,1995,Omega,rear
BMW,4300,sedan,240,2.5,Diesel,no,2002,525,rear
Hyundai,4300,van,250,2.5,Diesel,yes,2001,H1 груз.,rear
BMW,4300,other,280,2.5,Petrol,yes,1985,325,rear
BMW,4400,sedan,260,2,Gas,yes,1990,520,rear
Mercedes-Benz,4400,sedan,160,2.7,Diesel,no,2000,E-Class,rear
Ford,4400,sedan,193,2,Gas,yes,1995,Scorpio,rear
GAZ,4400,sedan,100,2.3,Petrol,yes,2004,31105,rear
Mercedes-Benz,4400,sedan,225,2,Gas,yes,1995,E-Class,rear
BMW,4400,sedan,300,2,Petrol,yes,1995,520,rear
Mercedes-Benz,4400,sedan,308,3.2,Gas,no,2000,S 320,rear
Opel,4450,sedan,220,3,Gas,yes,1995,Omega,rear
Opel,4476,sedan,290,2,Gas,yes,1998,Omega,rear
Smart,4490,other,168,0.7,Petrol,yes,2003,Cabrio,rear
BMW,4500,sedan,370,4,Petrol,yes,1993,540,rear
BMW,4500,sedan,140,3,Diesel,no,2000,530,rear
Opel,4500,sedan,336,2,Gas,yes,1998,Omega,rear
Mercedes-Benz,4500,sedan,409,2.6,Petrol,yes,1991,E-Class,rear
Opel,4500,sedan,369,2,Gas,yes,1995,Omega,rear
BMW,4500,sedan,307,2.5,Petrol,yes,1994,525,rear
BMW,4500,sedan,300,3,Diesel,yes,2000,330,rear
BMW,4500,vagon,360,2,Petrol,yes,1993,520,rear
Opel,4500,sedan,258,2,Gas,yes,1996,Omega,rear
Mercedes-Benz,4500,sedan,240,3.2,Other,no,2005,C-Class,rear
Mercedes-Benz,4500,other,525,2.3,Diesel,yes,1995,Sprinter 208 пасс.,rear
BMW,4500,sedan,230,4,Gas,yes,1994,540,rear
Mercedes-Benz,4500,other,356,2.3,Petrol,yes,1991,230,rear
Dadi,4500,other,79,2.28,Petrol,yes,2007,BDD,rear
Smart,4500,other,126,0.6,Gas,yes,2001,Fortwo,rear
BMW,4550,sedan,200,2.8,Petrol,no,1997,528,rear
GAZ,4550,sedan,48,2.3,Gas,yes,2005,31105,rear
BMW,4599,sedan,267,2,Gas,yes,1991,520,rear
BMW,4600,sedan,280,3,Other,no,1999,730,rear
BMW,4600,sedan,340,2,Gas,yes,1995,520,rear
Opel,4699,sedan,302,2.5,Gas,yes,1997,Omega,rear
BMW,4700,sedan,200,NA,Petrol,yes,1996,316,rear
Mercedes-Benz,4700,sedan,260,2.7,Diesel,no,2002,E-Class,rear
BMW,4700,sedan,333,3,Petrol,yes,1994,730,rear
Mercedes-Benz,4700,sedan,1,1.8,Petrol,yes,1996,C-Class,rear
BMW,4700,sedan,390,2.5,Petrol,yes,1991,525,rear
BMW,4700,sedan,200,2.5,Petrol,yes,1995,525,rear
BMW,4700,sedan,230,2.5,Petrol,yes,1990,525,rear
BMW,4800,sedan,11,2.5,Diesel,yes,1994,325,rear
BMW,4800,vagon,400,2.5,Diesel,yes,1994,525,rear
BMW,4800,sedan,111,2.5,Gas,yes,1991,525,rear
BMW,4850,sedan,280,3,Diesel,no,1999,730,rear
Mercedes-Benz,4900,van,262,2.3,Diesel,yes,1998,Vito груз.,rear
BMW,4900,sedan,295,2,Petrol,yes,1994,520,rear
Mercedes-Benz,4900,sedan,282,3.2,Gas,yes,1993,E-Class,rear
BMW,4950,sedan,1,3,Petrol,yes,1996,730,rear
Smart,4950,other,181,0.7,Petrol,yes,2003,Cabrio,rear
BMW,4999,sedan,256,2.5,Diesel,no,2001,525,rear
BMW,4999,sedan,327,3,Diesel,no,2001,730,rear
Mercedes-Benz,4999,sedan,1,2.8,Petrol,yes,1997,E-Class,rear
BMW,5000,sedan,400,2.5,Petrol,yes,1991,525,rear
Smart,5000,other,125,0.7,Petrol,yes,2004,Fortwo,rear
Mercedes-Benz,5000,sedan,350,1.8,Other,yes,1995,C-Class,rear
BMW,5000,other,300,1.8,Petrol,yes,1994,318,rear
Smart,5000,hatch,102,0.7,Petrol,yes,2005,Fortwo,rear
Opel,5000,vagon,260,2.5,Diesel,yes,1997,Omega,rear
Groz,5000,crossover,120,2.2,Gas,yes,2008,Shuttle,rear
BMW,5000,other,75,1.9,Petrol,no,1998,Z3,rear
Mercedes-Benz,5000,sedan,215,2.6,Gas,yes,1992,E-Class,rear
BMW,5000,sedan,270,3,Diesel,yes,2000,530,rear
BMW,5000,sedan,305,2,Petrol,yes,1995,520,rear
BMW,5000,sedan,400,2,Petrol,yes,1991,520,rear
Hyundai,5000,van,5,2.5,Diesel,yes,1999,H 200 пасс.,rear
Mercedes-Benz,5000,other,200,2,Petrol,yes,1998,CLK 200,rear
Mercedes-Benz,5000,sedan,382,2,Petrol,yes,1994,E-Class,rear
Mercedes-Benz,5000,vagon,248,2,Gas,yes,1996,E-Class,rear
Smart,5100,other,113,0.7,Petrol,yes,2005,Fortwo,rear
GAZ,5100,sedan,25,2.4,Petrol,yes,2008,31105,rear
Mercedes-Benz,5100,sedan,270,3.2,Diesel,no,2001,S 320,rear
Mercedes-Benz,5200,sedan,432,3,Diesel,yes,1992,E-Class,rear
Opel,5200,sedan,230,2.2,Gas,yes,2000,Omega,rear
Mercedes-Benz,5200,other,220,3.2,Petrol,no,2004,CLK 320,rear
Mercedes-Benz,5200,sedan,370,2,Petrol,yes,1997,E-Class,rear
Mercedes-Benz,5200,van,400,2.9,Diesel,yes,1999,Sprinter 210 груз.,rear
Hyundai,5200,other,250,2.5,Diesel,yes,2005,H1 пасс.,rear
Mercedes-Benz,5300,sedan,380,3,Diesel,yes,1995,E-Class,rear
Ford,5300,van,500,2.4,Diesel,yes,2004,Transit пасс.,rear
BMW,5300,sedan,147,2.2,Gas,no,2001,320,rear
Hyundai,5300,van,342,2.5,Diesel,yes,2000,H 200 груз.,rear
BMW,5300,sedan,204,1.8,Petrol,yes,1993,318,rear
Opel,5350,sedan,250,2.2,Gas,yes,2000,Omega,rear
BMW,5400,sedan,404,2.5,Petrol,yes,1992,525,rear
Mercedes-Benz,5400,other,300,3.2,Gas,yes,1997,E-Class,rear
Mercedes-Benz,5400,sedan,285,2.2,Diesel,no,2002,220,rear
Smart,5400,hatch,143,0.8,Diesel,yes,2004,Fortwo,rear
Mercedes-Benz,5500,sedan,250,2.7,Diesel,no,2003,E-Class,rear
Mercedes-Benz,5500,sedan,250,2.2,Diesel,no,2003,E-Class,rear
Mercedes-Benz,5500,sedan,440,2,Petrol,yes,1978,E-Class,rear
Mercedes-Benz,5500,van,260,2.2,Diesel,no,2004,Vito пасс.,rear
Lexus,5500,sedan,250,4,Gas,yes,1992,LS 400,rear
Smart,5500,other,130,0.7,Other,yes,2005,Fortwo,rear
Mercedes-Benz,5500,sedan,269,2.2,Petrol,yes,1994,E-Class,rear
BMW,5500,sedan,200,3.5,Gas,yes,1998,535,rear
Mercedes-Benz,5500,sedan,360,2,Gas,yes,1994,E-Class,rear
BMW,5500,sedan,249,NA,Other,yes,1995,530,rear
Smart,5600,other,158,0.7,Petrol,yes,2006,Fortwo,rear
Mercedes-Benz,5600,vagon,355,2.5,Diesel,yes,1996,250,rear
Mercedes-Benz,5600,sedan,230,2.7,Diesel,no,2005,E-Class,rear
Opel,5600,sedan,170,3.2,Petrol,yes,2002,Omega,rear
BMW,5650,sedan,284,2,Petrol,yes,1998,520,rear
BMW,5700,sedan,252,2.5,Diesel,yes,1997,525,rear
Mazda,5700,other,74,1.31,Petrol,yes,2006,RX-8,rear
Mercedes-Benz,5800,sedan,231,2.2,Petrol,yes,1994,E-Class,rear
BMW,5800,other,400,2,Petrol,yes,1998,520,rear
BMW,5800,sedan,270,4.4,Petrol,yes,1996,540,rear
Mercedes-Benz,5800,sedan,366,3.2,Gas,yes,1991,S 320,rear
BMW,5850,sedan,250,4.5,Gas,yes,2001,745,rear
BMW,5900,vagon,220,2.8,Petrol,yes,1995,520,rear
BMW,5900,sedan,390,1.8,Gas,yes,1996,318,rear
BMW,5900,sedan,10,2.8,Petrol,yes,1989,328,rear
Mercedes-Benz,5990,sedan,400,2,Gas,yes,1998,E-Class,rear
Mitsubishi,5999,van,258,NA,Diesel,yes,1999,L 400 пасс.,rear
Lexus,6000,sedan,350,3,Petrol,yes,1996,GS 300,rear
Lexus,6000,sedan,350,3,Petrol,yes,1996,GS 300,rear
BMW,6000,sedan,300,2.8,Petrol,yes,1996,528,rear
Hyundai,6000,van,227,2.5,Diesel,yes,2006,H1 пасс.,rear
Mercedes-Benz,6000,sedan,366,3.2,Gas,yes,1994,E-Class,rear
Mercedes-Benz,6000,sedan,350,2,Diesel,yes,1985,200,rear
BMW,6100,sedan,266,3.5,Petrol,no,1997,535,rear
Mercedes-Benz,6100,sedan,280,NA,Gas,yes,1999,E-Class,rear
BMW,6100,sedan,438,2,Gas,yes,1997,320,rear
Mercedes-Benz,6100,sedan,300,3.2,Diesel,no,2004,E-Class,rear
BMW,6100,sedan,205,1.8,Petrol,yes,2001,316,rear
Mercedes-Benz,6200,sedan,221,1.8,Gas,yes,2004,E-Class,rear
Mercedes-Benz,6200,other,340,2.4,Gas,yes,1998,E-Class,rear
Mercedes-Benz,6200,sedan,450,4.2,Gas,yes,1997,S 420,rear
Hyundai,6200,van,187,2.5,Diesel,yes,2005,H1 пасс.,rear
BMW,6300,sedan,241,2.8,Gas,yes,1995,328,rear
BMW,6300,sedan,330,2.5,Petrol,yes,1999,525,rear
BMW,6300,sedan,270,3.5,Petrol,yes,1998,735,rear
Nissan,6350,van,153,3.5,Other,no,2004,Elgrand,rear
BMW,6399,sedan,282,2,Petrol,yes,1995,520,rear
BMW,6400,other,220,2.5,Petrol,yes,1997,323,rear
Smart,6400,other,120,NA,Diesel,yes,2008,Fortwo,rear
Opel,6499,sedan,146,2.2,Diesel,yes,2003,Omega,rear
Smart,6500,other,110,1,Petrol,yes,2007,Fortwo,rear
BMW,6500,sedan,298,2.5,Petrol,yes,1998,523,rear
BMW,6500,sedan,335,2.8,Petrol,yes,1996,528,rear
BMW,6500,sedan,300,2.8,Gas,yes,1997,528,rear
BMW,6500,sedan,1,3.5,Petrol,yes,1999,535,rear
BMW,6500,sedan,311,2,Gas,yes,1998,520,rear
Mercedes-Benz,6500,sedan,270,2.8,Gas,yes,1999,E-Class,rear
BMW,6500,vagon,377,2,Gas,yes,1998,520,rear
Mercedes-Benz,6500,other,315,2,Petrol,yes,1996,E-Class,rear
Mercedes-Benz,6500,sedan,215,55,Petrol,no,2001,S 55,rear
BMW,6500,sedan,280,2,Petrol,yes,1997,320,rear
Mazda,6500,other,135,1.3,Petrol,yes,2004,RX-8,rear
Mazda,6500,other,100,1.3,Petrol,yes,2005,RX-8,rear
BMW,6500,sedan,1,3,Petrol,yes,1995,730,rear
Lincoln,6500,other,59,4.6,Petrol,yes,1995,Town Car,rear
BMW,6500,sedan,272,2.8,Petrol,yes,1996,328,rear
BMW,6500,sedan,320,3,Gas,yes,2000,530,rear
BMW,6500,sedan,388,3.5,Petrol,yes,1998,735,rear
Mercedes-Benz,6500,sedan,435,3.2,Petrol,yes,1994,S 140,rear
BMW,6600,sedan,285,2.5,Petrol,yes,1999,525,rear
BMW,6699,sedan,299,2.2,Petrol,yes,2001,523,rear
Opel,6700,sedan,335,2.5,Gas,yes,1998,Omega,rear
Mercedes-Benz,6700,van,1,2.2,Diesel,yes,2004,Vito пасс.,rear
BMW,6700,sedan,370,2,Petrol,yes,1997,320,rear
BMW,6800,sedan,4,2.8,Gas,yes,1995,528,rear
Opel,6800,vagon,246,2.2,Diesel,yes,2003,Omega,rear
Mercedes-Benz,6800,sedan,235,2.2,Diesel,yes,1999,C-Class,rear
Chevrolet,6800,van,140,4.3,Petrol,yes,2004,Astro пасс.,rear
BMW,6800,sedan,230,2,Petrol,yes,1998,520,rear
BMW,6800,sedan,297,2.5,Petrol,yes,2000,525,rear
Mercedes-Benz,6800,sedan,186,NA,Petrol,yes,1998,C-Class,rear
Opel,6850,vagon,212,2.5,Diesel,yes,2002,Omega,rear
BMW,6899,vagon,320,2.8,Gas,yes,1997,528,rear
BMW,6900,sedan,280,2,Gas,yes,2000,320,rear
Mercedes-Benz,6900,sedan,350,3,Diesel,yes,1994,E-Class,rear
BMW,6900,sedan,238,3.5,Petrol,yes,1999,535,rear
Mercedes-Benz,6900,vagon,235,2.9,Diesel,yes,1997,E-Class,rear
Mercedes-Benz,6900,sedan,239,2.3,Petrol,yes,1996,E-Class,rear
BMW,6950,sedan,320,4.4,Gas,yes,1997,740,rear
Mercedes-Benz,6999,sedan,288,3.2,Gas,yes,2001,E-Class,rear
Mercedes-Benz,6999,sedan,200,2.6,Gas,yes,2001,C-Class,rear
Smart,7000,other,74,1,Petrol,yes,2011,Fortwo,rear
BMW,7000,sedan,280,3,Petrol,yes,2001,530,rear
BMW,7000,sedan,286,2.8,Petrol,yes,2001,520,rear
BMW,7000,other,226,2.5,Petrol,yes,1999,525,rear
BMW,7000,sedan,227,3,Diesel,no,2004,730,rear
Ford,7000,van,600,2.4,Diesel,yes,2001,Transit пасс.,rear
Mercedes-Benz,7000,sedan,190,2.6,Petrol,yes,2001,210,rear
BMW,7000,sedan,400,2.8,Petrol,yes,1998,528,rear
BMW,7000,sedan,338,NA,Petrol,yes,1997,728,rear
Mercedes-Benz,7000,sedan,300,4.3,Gas,yes,2000,E-Class,rear
Smart,7000,other,42,1,Petrol,yes,2012,Fortwo,rear
Mercedes-Benz,7000,sedan,370,2.2,Petrol,yes,1995,E-Class,rear
Mercedes-Benz,7000,other,170,2.2,Petrol,no,2001,CLK 220,rear
Mercedes-Benz,7000,sedan,230,2,Gas,yes,2000,E-Class,rear
Smart,7100,other,100,1,Petrol,yes,2008,Fortwo,rear
BMW,7100,sedan,313,2,Gas,yes,1997,520,rear
Smart,7200,other,53,1,Petrol,yes,2012,Fortwo,rear
BMW,7200,sedan,270,3,Diesel,no,2004,530,rear
BMW,7200,sedan,255,2.8,Petrol,yes,1998,328,rear
Mercedes-Benz,7200,van,200,2.2,Diesel,yes,2004,Vito пасс.,rear
BMW,7200,sedan,448,3,Petrol,yes,1996,730,rear
Opel,7200,sedan,167,2.2,Gas,yes,2002,Omega,rear
Nissan,7200,sedan,56,3,Other,yes,1998,Gloria,rear
BMW,7250,sedan,300,2.8,Petrol,yes,1999,528,rear
Opel,7300,vagon,280,2.5,Diesel,yes,2003,Omega,rear
BMW,7300,sedan,350,NA,Petrol,yes,1997,520,rear
Mercedes-Benz,7300,sedan,245,2.8,Gas,yes,1998,E-Class,rear
Smart,7300,other,165,0.8,Diesel,yes,2007,Fortwo,rear
Mercedes-Benz,7300,vagon,380,2.9,Diesel,yes,1997,E-Class,rear
Lexus,7300,sedan,360,3,Petrol,yes,1998,GS 300,rear
BMW,7400,sedan,290,3,Petrol,yes,2000,330,rear
Mercedes-Benz,7400,sedan,190,2,Petrol,yes,2002,C-Class,rear
BMW,7400,sedan,277,3.5,Gas,yes,1998,535,rear
BMW,7400,sedan,285,4.4,Gas,yes,1997,540,rear
BMW,7400,sedan,279,3.5,Gas,yes,1998,735,rear
Smart,7450,hatch,72,1,Petrol,yes,2011,Fortwo,rear
Mercedes-Benz,7450,sedan,219,2,Petrol,yes,2000,C-Class,rear
Mercedes-Benz,7450,sedan,300,2,Gas,yes,2000,C-Class,rear
BMW,7500,sedan,275,2,Gas,yes,1998,520,rear
BMW,7500,sedan,425,NA,Gas,yes,1996,535,rear
Jaguar,7500,sedan,290,3,Petrol,yes,2002,S-Type,rear
Mercedes-Benz,7500,sedan,319,3.2,Gas,yes,1997,S 320,rear
Renault,7500,van,128,1.5,Diesel,yes,2009,Kangoo пасс.,rear
Smart,7590,other,61,1,Other,yes,2012,Fortwo,rear
Mercedes-Benz,7600,van,240,2.2,Diesel,yes,2005,Vito пасс.,rear
Mercedes-Benz,7600,van,315,2.9,Diesel,yes,1996,Sprinter 312 груз.,rear
Mercedes-Benz,7600,sedan,384,2.8,Petrol,yes,2000,E-Class,rear
Mercedes-Benz,7650,sedan,340,5,Gas,yes,1997,S 140,rear
Mercedes-Benz,7700,sedan,390,3,Diesel,no,2007,E-Class,rear
Mercedes-Benz,7700,van,300,2.2,Other,yes,2004,Vito пасс.,rear
Mercedes-Benz,7700,van,290,2.2,Diesel,yes,2004,Vito пасс.,rear
Mercedes-Benz,7700,sedan,199,5,Petrol,yes,1996,S 500,rear
Hyundai,7700,other,265,99.99,Diesel,yes,2003,H1 пасс.,rear
Mercedes-Benz,7700,sedan,285,3,Diesel,yes,1999,E-Class,rear
Mercedes-Benz,7700,sedan,230,2,Petrol,yes,2001,C-Class,rear
BMW,7700,sedan,326,2.8,Petrol,yes,1998,528,rear
Mercedes-Benz,7777,other,230,2.8,Petrol,yes,1980,E-Class,rear
Mercedes-Benz,7777,sedan,270,2.8,Gas,yes,1996,S 140,rear
Mercedes-Benz,7800,hatch,125,2.3,Petrol,yes,2001,C-Class,rear
Mercedes-Benz,7800,sedan,226,2.2,Diesel,yes,2000,E-Class,rear
Smart,7800,other,82,1,Petrol,yes,2012,Fortwo,rear
BMW,7800,sedan,310,2,Gas,yes,2000,520,rear
Mercedes-Benz,7900,other,206,2.2,Diesel,yes,2004,Vito пасс.,rear
BMW,7900,sedan,260,3.5,Petrol,yes,1997,535,rear
Lexus,7900,sedan,242,2,Petrol,yes,2000,IS 200,rear
Mercedes-Benz,7900,van,427,2.9,Diesel,yes,1999,Sprinter 212 пасс.,rear
BMW,7998,sedan,253,NA,Petrol,yes,1998,323,rear
Smart,8000,other,62,1,Petrol,yes,2011,Fortwo,rear
BMW,8000,sedan,330,NA,Diesel,yes,1997,525,rear
Opel,8000,sedan,280,2.5,Diesel,yes,1996,Omega,rear
BMW,8000,sedan,194,2,Petrol,yes,1985,520,rear
Mercedes-Benz,8000,van,250,2.2,Diesel,yes,2006,Vito пасс.,rear
GAZ,8000,van,95,2.9,Gas,yes,2011,3302 GAZель,rear
Mercedes-Benz,8000,other,245,2.2,Diesel,yes,2004,Vito пасс.,rear
Mercedes-Benz,8000,van,280,2.2,Diesel,yes,2005,Vito пасс.,rear
Mercedes-Benz,8000,sedan,300,2,Petrol,yes,2000,E-Class,rear
BMW,8100,sedan,246,3,Diesel,yes,2000,530,rear
Mazda,8100,other,85,1.3,Petrol,yes,2004,RX-8,rear
BMW,8100,sedan,245,2,Diesel,no,2007,320,rear
Mercedes-Benz,8200,sedan,280,2.4,Gas,yes,1997,E-Class,rear
BMW,8200,sedan,210,3.5,Petrol,yes,1999,735,rear
Smart,8200,other,69,1,Petrol,yes,2009,Fortwo,rear
BMW,8200,sedan,241,2,Petrol,yes,1998,320,rear
BMW,8200,sedan,368,3,Diesel,yes,2000,730,rear
BMW,8200,sedan,287,2.5,Gas,yes,1999,525,rear
BMW,8200,sedan,238,3,Diesel,no,2004,730,rear
Mercedes-Benz,8200,sedan,260,3,Diesel,yes,1997,S 300,rear
BMW,8300,sedan,200,4.4,Petrol,yes,2001,740,rear
Smart,8300,other,112,0.7,Petrol,yes,2003,Roadster,rear
Mercedes-Benz,8300,sedan,175,3.2,Diesel,no,2006,E-Class,rear
Mercedes-Benz,8300,sedan,233,3.2,Diesel,yes,2001,320,rear
BMW,8300,sedan,197,3,Petrol,yes,2001,530,rear
Mercedes-Benz,8300,van,230,2.2,Diesel,yes,2004,Vito пасс.,rear
BMW,8400,sedan,297,2.2,Petrol,yes,2000,320,rear
BMW,8400,sedan,220,2.2,Gas,yes,2001,5 Series,rear
Mercedes-Benz,8400,other,457,5,Gas,yes,1996,S 140,rear
Toyota,8420,other,150,2.7,Gas,yes,2005,Tacoma,rear
Hyundai,8499,van,148,2.5,Diesel,yes,2008,H1 пасс.,rear
BMW,8500,sedan,260,2.2,Gas,yes,2001,520,rear
BMW,8500,sedan,284,1.9,Gas,yes,2000,316,rear
BMW,8500,other,265,2.8,Gas,yes,1998,328,rear
BMW,8500,sedan,365,3,Diesel,yes,2001,530,rear
Mercedes-Benz,8500,van,281,2.2,Diesel,yes,2004,Vito пасс.,rear
Mercedes-Benz,8500,sedan,500,3.2,Diesel,yes,2000,E-Class,rear
Mercedes-Benz,8500,van,270,2.2,Diesel,yes,2004,Vito пасс.,rear
Mercedes-Benz,8500,van,350,2.2,Diesel,yes,2004,Sprinter 211 пасс.,rear
Mercedes-Benz,8500,sedan,388,4.3,Gas,yes,2000,S 430,rear
BMW,8500,sedan,245,2.2,Petrol,yes,2002,523,rear
Mercedes-Benz,8600,sedan,240,3.2,Diesel,yes,2001,E-Class,rear
Renault,8600,hatch,84,1.5,Diesel,yes,2012,Clio,rear
Mercedes-Benz,8650,van,344,2.2,Diesel,yes,2006,Vito пасс.,rear
Mercedes-Benz,8700,van,290,2.2,Diesel,yes,2005,Vito пасс.,rear
Mercedes-Benz,8700,sedan,196,2,Gas,yes,2000,E-Class,rear
Mercedes-Benz,8700,sedan,240,2.2,Diesel,yes,2000,E-Class,rear
BMW,8700,other,212,3,Diesel,no,2004,730,rear
BMW,8700,sedan,355,3,Diesel,yes,2000,730,rear
Mercedes-Benz,8700,other,260,2.2,Diesel,yes,2003,Sprinter 213 пасс.,rear
Mercedes-Benz,8700,sedan,290,2.7,Diesel,yes,1999,E-Class,rear
Smart,8800,other,26,1,Petrol,yes,2011,Fortwo,rear
Mercedes-Benz,8800,sedan,330,5,Petrol,yes,2000,S 500,rear
BMW,8800,sedan,287,3,Petrol,yes,2001,530,rear
Mercedes-Benz,8800,other,575,2.2,Diesel,yes,2006,Sprinter 313 груз.,rear
BMW,8850,vagon,280,2.5,Diesel,yes,2000,525,rear
BMW,8899,sedan,170,2.2,Petrol,yes,2001,520,rear
Ford,8900,sedan,15,2,Petrol,yes,1988,Sierra,rear
BMW,8900,sedan,250,2.5,Diesel,yes,2001,525,rear
BMW,8900,other,253,1.8,Petrol,yes,1995,318,rear
BMW,8900,sedan,294,2.2,Gas,yes,2000,520,rear
Mercedes-Benz,8900,other,213,5,Other,yes,1999,CL 500,rear
BMW,8900,sedan,250,2.5,Petrol,yes,2000,525,rear
BMW,8900,sedan,234,3.5,Gas,yes,1999,735,rear
BMW,8900,sedan,240,2,Diesel,yes,2001,320,rear
BMW,8900,vagon,274,2,Diesel,no,2007,320,rear
Mercedes-Benz,8950,sedan,154,3.5,Gas,no,2005,CLS 350,rear
BMW,8990,other,300,2.2,Petrol,yes,2002,320,rear
BMW,8999,sedan,221,4.5,Petrol,yes,2002,745,rear
Mercedes-Benz,8999,van,360,2.2,Diesel,yes,2006,Vito пасс.,rear
BMW,8999,sedan,250,1.9,Petrol,yes,2001,316,rear
BMW,8999,other,160,1.8,Petrol,yes,1997,318,rear
BMW,8999,sedan,270,2.8,Petrol,yes,1998,528,rear
Lexus,9000,sedan,278,4.3,Gas,yes,2002,LS 430,rear
BMW,9000,sedan,245,3,Diesel,yes,2001,730,rear
BMW,9000,sedan,225,2.2,Gas,yes,2002,320,rear
BMW,9100,sedan,230,2,Gas,yes,2004,318,rear
Hyundai,9100,van,160,2.5,Diesel,yes,2009,H1 груз.,rear
Mercedes-Benz,9150,sedan,273,2.7,Diesel,yes,2000,E-Class,rear
Mercedes-Benz,9200,other,280,2.4,Petrol,yes,2003,E-Class,rear
Mercedes-Benz,9200,sedan,172,2.8,Petrol,yes,1997,E-Class,rear
Mazda,9200,sedan,87,1.3,Petrol,yes,2006,RX-8,rear
Mercedes-Benz,9200,van,266,2.2,Diesel,yes,2008,Vito груз.,rear
Lexus,9200,sedan,260,2,Petrol,yes,1999,IS 200,rear
Mercedes-Benz,9299,sedan,350,2.7,Diesel,yes,2000,E-Class,rear
Mercedes-Benz,9300,sedan,342,2.6,Petrol,yes,2003,E-Class,rear
Mercedes-Benz,9300,sedan,270,2.7,Diesel,yes,2001,E-Class,rear
Mercedes-Benz,9300,van,159,2.2,Diesel,yes,2010,Vito пасс.,rear
Mercedes-Benz,9350,van,160,2.2,Diesel,yes,2008,Vito пасс.,rear
BMW,9400,sedan,221,4.4,Gas,yes,2004,745,rear
Mercedes-Benz,9400,van,250,2.2,Diesel,yes,2005,Vito пасс.,rear
Mercedes-Benz,9500,van,280,2.2,Diesel,yes,2005,Vito пасс.,rear
Mercedes-Benz,9500,van,248,2.2,Diesel,yes,2005,Vito пасс.,rear
Mercedes-Benz,9500,other,220,2.2,Diesel,yes,2005,Vito пасс.,rear
Mercedes-Benz,9500,vagon,180,3.2,Diesel,yes,2002,E-Class,rear
BMW,9500,sedan,400,3.5,Gas,yes,1999,735,rear
BMW,9500,sedan,217,2.2,Petrol,yes,2002,320,rear
Mercedes-Benz,9500,other,650,2.2,Diesel,yes,2005,Sprinter 313 пасс.,rear
BMW,9500,sedan,315,2.5,Diesel,yes,2001,525,rear
Lincoln,9500,sedan,85,5,Gas,yes,1981,Town Car,rear
BMW,9500,sedan,339,3,Diesel,yes,2001,530,rear
Smart,9500,other,32,1,Petrol,yes,2008,Fortwo,rear
Mercedes-Benz,9500,other,280,2.9,Diesel,yes,1998,Sprinter 312 пасс.,rear
Mercedes-Benz,9600,van,30,2.2,Diesel,yes,2006,Vito пасс.,rear
Mercedes-Benz,9600,van,184,2.2,Diesel,yes,2012,Vito груз.,rear
BMW,9700,sedan,267,2,Diesel,yes,2002,320,rear
BMW,9700,sedan,250,2,Petrol,yes,2003,318,rear
BMW,9800,sedan,350,3,Diesel,yes,2001,530,rear
Mercedes-Benz,9800,van,230,2.15,Diesel,yes,2004,Vito пасс.,rear
BMW,9800,sedan,264,3,Diesel,yes,2001,530,rear
Mercedes-Benz,9900,sedan,275,2.2,Other,yes,2005,E-Class,rear
Mercedes-Benz,9900,sedan,320,2.7,Diesel,yes,2001,E-Class,rear
BMW,9900,other,93,2.5,Petrol,yes,2003,Z4,rear
Mercedes-Benz,9999,van,127,2.2,Diesel,yes,2005,Vito пасс.,rear
Mercedes-Benz,9999,sedan,80,2.3,Petrol,yes,2002,C-Class,rear
Mercedes-Benz,9999,sedan,250,2.2,Diesel,yes,2000,E-Class,rear
Mercedes-Benz,9999,sedan,322,2.7,Diesel,yes,2000,E-Class,rear
BMW,9999,sedan,200,1.8,Petrol,yes,2004,318,rear
Mercedes-Benz,9999,van,154,2.2,Diesel,yes,2007,Vito пасс.,rear
BMW,9999,sedan,271,3,Diesel,yes,2001,530,rear
BMW,10000,sedan,274,4.4,Gas,yes,1998,540,rear
Lincoln,10000,sedan,237,4.6,Gas,yes,2000,Town Car,rear
Mercury,10000,sedan,237,4.6,Gas,yes,2000,Grand Marquis,rear
Mercedes-Benz,10000,sedan,80,NA,Diesel,yes,2010,S 350,rear
Mercedes-Benz,10000,other,275,2.15,Diesel,yes,2006,Sprinter 313 пасс.,rear
Mercedes-Benz,10000,van,450,NA,Diesel,yes,1998,Sprinter 312 пасс.,rear
Mercedes-Benz,10150,other,190,2.2,Diesel,yes,2008,Vito пасс.,rear
Mercedes-Benz,10200,sedan,174,2.6,Gas,yes,2001,E-Class,rear
Mercedes-Benz,10200,sedan,154,2.5,Petrol,yes,2006,C-Class,rear
Smart,10250,other,37,1,Petrol,yes,2014,Fortwo,rear
Mercedes-Benz,10250,sedan,261,1.8,Petrol,yes,2003,E-Class,rear
Mercedes-Benz,10500,sedan,266,5,Gas,yes,2004,S 500,rear
BMW,10500,hatch,220,2,Petrol,yes,2005,118,rear
Toyota,10500,van,200,2.7,Gas,yes,2005,Tacoma,rear
Mercedes-Benz,10500,sedan,285,1.8,Gas,yes,2003,E-Class,rear
